id,text,label,source_dataset,text_hash,split
fiqa_train_484,Johnson Matthey share price slumps as company posts full-year results,negative,fiqa,2036a2f8bc8cbd4783194545ea87cb3b80de6548c0c3124bdb8bb5c1251f1fd4,train
fiqa_train_375,"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",negative,fiqa,5dd24b4ed3e6ee000a5b7798df452bc031aa9723e965a418451092891d9a4e7a,train
fiqa_train_460,$AAPL short some 592.49,negative,fiqa,355db78c00dfd0a37ea94b1906b6d75d9405eda2f2fe08a134666f761cff31b6,train
fiqa_train_219,Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative,fiqa,c9b8f65a9ba15586490f2ff714eef91b9e6f983443216d0be7f10aa752f0defa,train
fiqa_train_328,$TSLA recall,negative,fiqa,0935e523f1a6621e1cb50a0a51bf670ca38c0f3c51b26eb4efa8bc1c6675cd35,train
fiqa_train_443,$GOOG breakout very likely medium target $700+ http://stks.co/1Lpz http://chart.ly/lgb94rr,positive,fiqa,2c647c8c8cbc34852dde981f7709e67ebc89b5e977a3ca1d937ca6c75b512815,train
fiqa_train_845,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,negative,fiqa,607c5adc82d3b0beae1b4bbd8b5645269803cea2e4c6faf32cf95e2bcbf5bec4,train
fiqa_train_907,Berkshire Hathaway names Kara Raiguel to lead General Re unit,neutral,fiqa,f37cecb1e865bb08bedcfca6070f82463203cacc87259cdf073490fdfeccf85e,train
fiqa_test_74,"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",neutral,fiqa,8db2f5810c6cf97eba19e1916569111915c8a9b4d7edf60fb43c57e2d5f3fd78,train
fiqa_train_793,Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,fiqa,a049e643fff3cee45edfddf44e19645cf0b115ffd36873dbb3fb3e08019685d7,train
fiqa_train_780,"Buffett's Berkshire builds Deere stake, dumps Exxon",positive,fiqa,b2b80ca62a246569620111e67abaa84a9e7ef8ffc6cc3ae372d901f605f80b0d,train
fiqa_train_563,Shire share price under pressure after $32bn Baxalta deal,negative,fiqa,ac8eace125581cd6e8c775e765b4d683f4f3035acb0d5036f95ff8e91b129b87,train
fiqa_train_89,"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS",positive,fiqa,90b81178eee08e02095e8c8902e112035a11c92f3916824ab408172ec0ea3663,train
fiqa_train_923,UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive,fiqa,e85f2e3008edc3aa957ee60799eb28b36862c74251a7112335ca3555337022da,train
fiqa_train_536,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",negative,fiqa,7a8a525234d3f20c0008626c13d8e375f12ad0ebf095be26ed5f14b51454ea03,train
fiqa_train_736,Here come the shorts marchin' in.  $GMCR.  Lovin' it!,negative,fiqa,3471a6393166eb95a4308259c073952fb14aa67126a2b9e8ea170f89976e9714,train
fiqa_train_84,Commodity Channel Index Indicator signaled a Oversold for $FB #stockmarket https://t.co/VM32d3M9xi https://t.co/cvkojk05Xn,positive,fiqa,857a13d21c9719f54921fc6650e042d1b5f4359587066023fe519568e4d3cb69,train
fiqa_train_286,Morrisons book second consecutive quarter of sales growth,positive,fiqa,adac5c9fda08b57c3e08455e464dea2bd37a60deff52c4704796906ea2e4b8bf,train
fiqa_test_46,Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,negative,fiqa,88e519f0042988a8a4a581fd6aa8cef1e15761cd49ed83035e2061c0e19790d9,train
fiqa_test_12,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,neutral,fiqa,760104eae83b59ffcad4e38cf46df938ce7db88eaa550181d079ed2dd864018a,train
fiqa_train_514,"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative,fiqa,1accab80e793e098b2fa2f392b5ec4203d54b3199e1163b67ecf3967af27d30f,train
fiqa_train_471,Tesco share price down as grocer faces SFO investigation outcome,negative,fiqa,e46a71e2a51362d895660b0b673dd91841fd2b8d7b491be077488c5174e0f0a9,train
fiqa_test_82,volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral,fiqa,21696a0d3bc09035fc714dfa9a9fb41a8ea0e93e7d8c27fbe33cbc82979eecf2,train
fiqa_train_269,"CompaniesNew Aggreko CEO to reshape business, strip costs",positive,fiqa,c3cbd6a0eca6fecdb062c96e500e5f1ad0efa3ff3fcb9630fcd24db096fe5959,train
fiqa_test_89,Deutsche Bank cuts $SBUX,negative,fiqa,00b44d6ef055b8d223971acdbc5626f959fc2065b4c8ae347496e054b5cd463c,train
fiqa_train_737,REFILE-Hikma and Barclays help Britain's FTSE to climb higher,positive,fiqa,fbe280fbb7b2148135fbed20d1b28a9a0fa7447c401aa020a9caf8fade8b9bef,train
fiqa_train_888,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive,fiqa,f4d0f543ed3560ad0455d2057257c0d8f090f5138cdc22ae241a70dfbe4aedc2,train
fiqa_train_25,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative,fiqa,64b4e14b80f44497f3fda69b69eac9763f3c26326fb62a086e70ee0016a4076e,train
fiqa_train_6,$DCTH Near HOD,positive,fiqa,43f1f36199dfe19a4d34481fef39cb31f9739c2d93c1d0ef088e22173f6de16d,train
fiqa_train_307,$GOOGL is a short below 740 into the upper BB and is overbought,negative,fiqa,becd4b7c6cdb4174f3c4f8e8684bbbb16962934b360b21b51d3b7e12a63d38fe,train
fiqa_train_651,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,fiqa,deff21cb0d635b0cab796e8df0b8203638c93002c9c220822ff271e5593ddb6a,train
fiqa_train_655,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,negative,fiqa,5fc42491c070d2d9b2275c4ea43e4a923a984374b8f0083460fcff0d87aef99a,train
fiqa_train_854,$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,negative,fiqa,56a88e098aa6684ff7768cf79d3975ff74c14d48f1d5135d6ba64469c6bcdeb3,train
fiqa_train_440,VIVUS $VVUS bear raid in effect. Stock down 12%,negative,fiqa,9fe3a2bb27af7719bb779ec5406260482adf51d6d3a02d575c3bfd6d03843240,train
fiqa_train_585,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",positive,fiqa,b7b173d7ef809a411f64437feef74c2742347bfd4bd2ca1829388a41ccc47105,train
fiqa_train_102,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,negative,fiqa,8600740111247226eb9695bafb7668d668def1825c261f79df07f7b4deced860,train
fiqa_train_259,Tesco sales recover as focus returns to core business,positive,fiqa,255f9eb7330318fb2ccf869b249e00c5e8752e6cc01e5ae7160b919eb1a8084e,train
fiqa_train_675,"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",positive,fiqa,b50e015baf0bcf571863b62f6b58777758853e3f4211ad0a8f239761e8bcb5c1,train
fiqa_train_738,Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,negative,fiqa,abb0992445bf5500df0dc5292dbaaccd88bf6233c9dfa10266f896c91e8fc58d,train
fiqa_train_741,"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,fiqa,9b9337618d3af28976df2f7864528224bdde7db2b854658e2eabab90d19a4ec5,train
fiqa_train_695,"L&G still paying price for dividend cut during crisis, chief says",negative,fiqa,e791789707cf04e400a18227de1179fc4341505a288ca66e297c02e2dd72a4c9,train
fiqa_test_38,"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",positive,fiqa,5b421d4504c2702044242c7963056340b73d2da90f286dac7145b3798c863ee8,train
fiqa_train_553,Borealis Infrastructure putting together new Severn Trent bid,positive,fiqa,e5d5de42c19a60623a4e9629f34d678892d5a328505d9dc851545055f4af6e1f,train
fiqa_train_333,FTSE edges up as investors cheer Kingfisher results,positive,fiqa,0d0f89017e6bdd3f001820c217f0c50031474a4149de25d486fe32cc71221f9c,train
fiqa_train_783,$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,negative,fiqa,d75a5ee88d0463fc3f16b913b51d5594bb7a48aecea4f5745f5e7493572e153f,train
fiqa_train_654,AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,fiqa,18e9d3a11802b260232a38c172eaee51beae12246b3f76d6ee65734a9f6fdc44,train
fiqa_train_620,$FB & $TSLA cracking lower early. $short #correction #stocks,negative,fiqa,7bb8eb54b06f910c7d9b292ffebf74f82dbbf5a901fee6d85ee4184344d84a04,train
fiqa_train_283,$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,negative,fiqa,f19ef6e7cb94a4916ede115e50fda903e95562401ccf4738375baa557f006282,train
fiqa_train_125,$SBUX heading for the 200DMA and certain doom if it can not hold there.,negative,fiqa,85e2f8c816cb58a1340be229653cd2387ca5c83c655f68d751eb24036f68e8a7,train
fiqa_train_400,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive,fiqa,c9dd387098144078c867ac91f35fc6d810b2d7f28c7123bf0e2404e0cdc19f1e,train
fiqa_train_902,Britain's FTSE gets lift from Prudential results,positive,fiqa,56ef8c723022243c28db36efc233ea6d872bbe1ebc25b64d739477d1988bc58d,train
fiqa_train_518,"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",positive,fiqa,edaf6a1d0b8a9145ca5453a0f8e7f1c4de7d373bc89d4a8abcb2826a5364028c,train
fiqa_train_560,$TSLA is now up 57% from its February low. Amazing rebound.,positive,fiqa,94c1eaa1bb078058b1b0e6dfcfb045f736f239e8ba82a1050055214e8d1ef939,train
fiqa_test_109,AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,positive,fiqa,d180bff966a357de2b687ce4bf012c68d63c0a1f95c839768c0dcccfe9cd6c19,train
fiqa_test_69,"Royal Mail, Johnson Matthey lead FTSE lower",negative,fiqa,7d2d3dfb336f50abe9b8477f20ae0c94ef69f023bad0f352a26a65c2e9cb6653,train
fiqa_train_576,Anheuser-Busch InBev Increases Offer for Rival SABMiller,positive,fiqa,b68e69adf876a1958a67e2be0b108d90fb80e11933a7a2dd26ef0141e1d800bd,train
fiqa_train_470,$CAMT Looks like might break down. I'm out,negative,fiqa,b79b16677f83b9bc6416fcfe8b5fd1dbe696e627a6a78f2475555e9ab966c8a9,train
fiqa_train_685,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,negative,fiqa,a534b8645104fcc70b8b3408b3c93469d446ab1440e12894b09fbe62481a9d78,train
fiqa_train_483,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive,fiqa,7a870ec77933ced7decdfe207a52bea56dce69ef57a46bc1ccc00c4b4116e772,train
fiqa_test_130,Barclays poised to replace Sir Mike Rake as he heads for exit,neutral,fiqa,d50bfdcc835b40a901d7677352e3c9d0f69f4b7921a853468bff7b2ae38da5c3,train
fiqa_train_22,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,fiqa,6b06b6e5cbc7b4cf79c41d5ca0791d6f8ccdb8621a4a726ad35bd2c3f13eda61,train
fiqa_test_99,$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,negative,fiqa,696959e3af5cba109311fb66e49e7ee32d07a23434a4526ed8a2b20fdb0d900e,train
fiqa_train_300,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,negative,fiqa,a0300da9a691c59c231fbc7b0d466167ba44f4f37119126d5944d24ee6e56b5c,train
fiqa_train_215,Amazon's grocery deal with Morrisons is only the beginning,positive,fiqa,983b4bf9155bfc499043dfcbb1c6d90efc526fcdab3eb46ff4321ac342cf840e,train
fiqa_train_632,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",positive,fiqa,ce6e06d0af61ab9ca43b4949606b5593e99bef3728f1037cbdc3307da05ad249,train
fiqa_train_267,Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive,fiqa,143fe5a5215313062061d2a2626b8b044e995c02b2b3f6b14f170da022e5c3b1,train
fiqa_train_90,HSBC appoints business leaders to board,positive,fiqa,35a3fd387173f26cad1548813cd4bef567ff9f4840a65575fcded60b8d598e19,train
fiqa_train_317,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive,fiqa,a4106307e80475bb280a976dfc2576326215ff7cfca799a50a558a61f97c6b95,train
fiqa_train_589,Short on $ATVI from 24.55.,negative,fiqa,b760b6d524f04e20323bb5d48607c5d31c64dc284a9be2cfa24ef76ed3d6fed8,train
fiqa_train_236,Aberdeen Asset Management Gains Foothold In China,positive,fiqa,0286fcebe19ad4dd19628ff9939a06d5a1654abe1326396e26492732bd8fc843,train
fiqa_test_8,France raises concerns over proposed LSE-Deutsche Boerse deal,negative,fiqa,2c84728b72df80832d6cbc04bf57908d4e2304d57966b522c89faef4223e401e,train
fiqa_train_658,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,fiqa,c59cea99d00c7b64727a6ad924c8a6be499bcd63f242670e2c30d93e220d6ca5,train
fiqa_train_927,$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,negative,fiqa,a6f7cf6ef25ae978f99420de44514c6deb2acd156e83133c1475b80f9546594f,train
fiqa_train_281,$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,positive,fiqa,c4a6d658b9a0b0b259941eaee53466e527149eeeac9c281db73d61d114a43bea,train
fiqa_train_472,"BHP Billiton slashes dividend, posts $5.67 billion net loss",negative,fiqa,f4ff88f3fc8ba398d7dbd69aabf82d6d4729cccb6e4442e8787ba71c2e2401b2,train
fiqa_train_11,"$AAPL 50DMA turned up, MACD crossover a half-a-hair away on the weekly. EOD break out likely.",positive,fiqa,d06e82c043489441ac14504710c77c6a30248e1044caaaecf0ebb47d0e9b5b8b,train
fiqa_train_225,"Facebook, near a buy point last week, faces a different technical test today https://t.co/c72LLMpiNM $FB $AAPL $NFLX https://t.co/fPFbYTYPuY",positive,fiqa,d18dc22e428befa52121848862eb0cefcadbdbedbbfa6b7043c88535aeeaa5b1,train
fiqa_train_519,"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative,fiqa,0d5364905c49a798ccb289772aa934f595ee9d2d8ec057a55a1ea9e7dffefff4,train
fiqa_train_545,$WX Decent pull back . .,negative,fiqa,ef681c219679213d9d6060634fb77f8b7141db33578fc0b369b0871d2cd8a9d6,train
fiqa_train_693,Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,positive,fiqa,43758fadff5ddde565e90f85fb46eccd183ac814c97f2e3a8d16b37143d6be42,train
fiqa_train_501,"$pcln back over ""up"" trendline from 10/4",positive,fiqa,445c070de9b38da89151b625e0c92df7cd434af0ba9f30f33009f7797e687d6c,train
fiqa_train_735,$SAVE long. https://t.co/yEJuS9cMlC,positive,fiqa,504792fd669c89790f4fb22b92a0017250607807679ac358af75536f776f6165,train
fiqa_train_607,FDA approves Shire's Vyvanse for binge-eating disorder,positive,fiqa,5c046aed6b05be8071ef2536311f550d35f0566cf8dd9c62c3b58a27e4458a62,train
fiqa_train_670,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive,fiqa,c2aa4a3b78101421a72b60730138a342dee1bf2ebad684962efdce3687eaf5bf,train
fiqa_test_13,CompaniesActelion shares hit record on Shire takeover talk,positive,fiqa,c426dc21da39b2967abe5d5958cfdb0096f386ac3783eb80c7820f84e3ee2466,train
fiqa_test_132,BG Group appoints new CEO one month early,neutral,fiqa,88d2ba589816a373be48b78971624784ff13e4ad65f4e06dfcef34ed107de491,train
fiqa_train_86,TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,positive,fiqa,b391136d938ea3f7e633c6217351850fc9fa01cc3c2639108b681106f7124811,train
fiqa_train_698,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,negative,fiqa,00e12642d44ae45005a044f52e588158c119ccd32e0042954ab6ccc0ecd881f7,train
fiqa_train_482,"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative,fiqa,afd054edca971c0e9ec821d5938080f5b5fdb0d58244feed6eb7c75bd1705afe,train
fiqa_train_185,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,negative,fiqa,3bcfe9fd99e69111eb77bd83bd511b0e27a2c47c820698b5443ad40b5b57aa00,train
fiqa_train_397,"$RNN day traders flushed out, it should start going up slowly from now on .",positive,fiqa,b44d91838eb1c7aecc7dad037b28bc064c892d2fc664c6ab7bb6a8729aaa2629,train
fiqa_train_575,AstraZeneca chases Acerta to secure next cancer drug winner,positive,fiqa,44c4fbc11bbad23d965bab2bfd1768717cf4e9f6336404147be4fb8ed37167e1,train
fiqa_train_50,BHP Billiton share price: Brazil to sue Samarco for ÃÂ£3.5bn,negative,fiqa,d1a0596f0669ab4a760791a524a3a140d9feb96674647701c558e1ec182403dc,train
fiqa_train_170,$AAPL - Has broken its downtrend - but 200DMA proving to be stiff resistance short term. https://t.co/VlzlgvIHZV,positive,fiqa,952a1a7df375bb7a8ace5825b090919df73b860b1d5c413544fd4dc51b77f2b5,train
fiqa_train_496,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",positive,fiqa,4ab4a059c5a4aefa314e86bb25e117306261810f536df59ce00e9d495c250bcb,train
fiqa_test_14,Valeant Names Interim Leader as CEO Remains Hospitalized,neutral,fiqa,1b4dd8d4a3433efcf1a4a020eb410162a4e81dbb77c483125c628285734676a6,train
fiqa_train_232,Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,positive,fiqa,057298049c8162402f15b689051928ef297e8999e4f6ddc0be6bff994703bef7,train
fiqa_test_11,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,fiqa,a1196272c6a19bc47e3882431c3050dbcb0713e7f05b4a037125c46965b23459,train
fiqa_train_21,$FB popping up to HOD,positive,fiqa,95a3a3c2b2da2ba5e23560ec53682762d482e401aba02729581fb401e70d2a11,train
fiqa_train_596,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,positive,fiqa,920ab3ec84dfcde54fb74381f9642c6cd1afacc452dfa85a1c46618f7babadcc,train
fiqa_train_3,Slump in Weir leads FTSE down from record high,negative,fiqa,99828ac4a7738ddca73d96c29cbabe0a484010b4673d9445e1f69cbea3656384,train
fiqa_train_68,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive,fiqa,3b8a0accc822bf44b1315670f160dddf6d5bb6b93f121400071fd58ca70fcee3,train
fiqa_train_555,long $AAPL,positive,fiqa,3fcefb8f53fc06a0a75233caa17920cca1bf6356e95830bb7c381e2c6c3d9182,train
fiqa_train_179,$BBRY lets see 14+ today,positive,fiqa,ae19b45206a229cd15d7f4a93d6d6b5f805976b4b7c65a561a5b9bb757d24fa9,train
fiqa_test_59,"BHP Billiton posts big loss, slashes dividend",negative,fiqa,c33fc9cec467e56a180269b2d27001a258cee65b65ad73371eb4a474b059e223,train
fiqa_train_287,"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive,fiqa,2ea629f31401fac98e4853300bc06d9ab4dfe4f549bf45eaf412d52d80eb8bc2,train
fiqa_train_934,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,positive,fiqa,15afe49a344b916fb2a9aabaabf6c9c2f34d8616d1a1a802388e36d6d0d7633f,train
fiqa_train_303,$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive,fiqa,bce98c26a52e843324710779928d8cd6af21c0d006e5cbffa61811168affebe9,train
fiqa_train_836,#Tesla: Model X Recall Adds To Reliability Issues $TSLA https://t.co/jVXQ4DoXnP,negative,fiqa,f922c8f6d830ad5ae40b52624680bf4ad47a92fdaaf1c2f914fbfb6a4b99f7d3,train
fiqa_test_23,MillerCoors Board Names Gavin Hattersley Interim CEO,neutral,fiqa,0ef700b4af9bb31afdffc5b5a498cb89f940d0ec54ad8fd27a302c7443e8c751,train
fiqa_train_141,$FB $AAPL $NKE $JWN bearish charts keep getting worse.,negative,fiqa,f77cf11331e8a8d78165f429d3e87abd1e7e5a8b3440c01f57f16d9fb52477bc,train
fiqa_train_541,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",positive,fiqa,4305dfbdd991a4417fceb39551ae8ea37050433eba441fa078966a0037c674f7,train
fiqa_train_527,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,fiqa,268f817ca03bc0c87efc84678f2616297a71009ded388ba697574bfadaaa32d5,train
fiqa_train_561,$SPY  still wants higher I think.,positive,fiqa,0632dd0b2deed8a8bffe550269fa6bcaea59ae45dcdafda0d8a0871adb6d416c,train
fiqa_train_291,Sainsbury's says to outperform rivals in tough market,positive,fiqa,6c4dc29aaee0fa4bb2144a994969e36c55ea3b8f14697e2f19d499f80a947c98,train
fiqa_train_884,$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,positive,fiqa,8a9ef1a4aae84478fd635c8cfff26af46cdf0db9fda5ae606173a23cc0a2df22,train
fiqa_train_676,Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive,fiqa,34cd9da06e2cda5cb0bc0d5165b6bbdf98215c5f1c6f51d1b2060fff04c9c18a,train
fiqa_train_915,$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now,positive,fiqa,89d8dc0b4004310428666a00a8f720fcfe7faea2365a3811b2584571efe6a246,train
fiqa_train_485,CORRECTED-Shire to buy Dyax for about $5.9 bln,positive,fiqa,e6fceff8668fadfecf334aac6575fe4093c4afab8293d9d077cc9a2f6a2a5c41,train
fiqa_train_217,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative,fiqa,7f390fda2d19ef8564e5394853158cb640d9c3e66ad6e32d8d9748abf4180664,train
fiqa_train_649,$ilmn piper Jeffries raises pt.  I remain long,positive,fiqa,72814ff9eb8b2d2e8ca15449b8f60b71470b9bb9561dd9943a618d02c82dd96e,train
fiqa_train_453,Morning Agenda: Shire's Deal for NPS,positive,fiqa,a734d6e8c172a932b50de0dbfff12f697c0b65980bec42ad62af50e8c117d518,train
fiqa_train_745,Royal Mail share price edges lower as group raises stamp price,negative,fiqa,6c3c0ba4fef6403696057d3d457e4e362dd644fc2f53047953017b3b75dc2003,train
fiqa_train_433,$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,positive,fiqa,f414b817d81f5c39e7c1971103ab3994e4053cea887d9616dbe856e54bd6ecfc,train
fiqa_train_813,$TZA is a rocket ship!!!,positive,fiqa,ac57cdedc60ecc10adadf6480e04fda943bd8fac24500c8e350d9588bdeb50cd,train
fiqa_train_94,$FB they are hitting  everything in sight.short it. but twtr,negative,fiqa,a2e1a390d6520067929124984095e7c51897c15b537a8f8cd7274539312d221c,train
fiqa_train_343,Sainsbury sales slip again as price pressures take a toll,negative,fiqa,0617ac74828a3e081c4784fe4645aa10b483e476b7888c09670c2495beb85c3a,train
fiqa_train_953,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative,fiqa,731939ba24f50b97ce006ac9d6ef59c5b54e5f057d350c6052182a250a451ec3,train
fiqa_train_13,Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,positive,fiqa,05e4af3a3fb192fd33a672bd0a883b34f80236ac6f52c891487c13f88c6da3df,train
fiqa_train_172,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,positive,fiqa,338e36cb70f7008cb29497ab47cfeb0f2e4df965c9ae271acbcf474ea290e2f6,train
fiqa_test_39,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,neutral,fiqa,cd2e880c3fdaf27fcce7f4354fcb231827268ef2f0912eeebd3c9fbd4310d2cf,train
fiqa_train_916,"RT @Cash_Cow $TLT still has a rising RSI & MACD, all this bond buying is signaling some bad moves for the market. $SPY $UUP",negative,fiqa,3c5f74d1c3de47d44af68f2184c23ce63fd46f41383b0f75abe9ed26a800cc1f,train
fiqa_train_377,"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.",neutral,fiqa,2a69e7d3723ec8012e00a2e63cc8265137ed4f0b609c61420ba06f79fbbb8fa2,train
fiqa_train_602,Barclays share price subdued as bank faces fresh forex probe,negative,fiqa,6dc8a08859bc1cb0e2fae216197bc027c7484745103958f24471ce220560d34b,train
fiqa_train_687,$PYPL great vol flow trade here.. Love this company long time.,positive,fiqa,c30a48f43c9d14e7bf41a8f2f81f5ff8b45c6b263446116b4a67b244ff384bc1,train
fiqa_train_198,RBI surprises Street; Sensex pares gains after hitting mount 30k,negative,fiqa,b122dd1277f79e13cd24833c0891135d1f72b9ee6a44444e61ee4275583b41fc,train
fiqa_train_959,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,positive,fiqa,62bc967661dc009f388f40b56a693cb6b37c2dad931d2d844da2f1cdf14ede14,train
fiqa_train_346,$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,positive,fiqa,a5454e8a4324d368826f729d72a2ce1925b97d90e6a03212300b46a56bac21fb,train
fiqa_train_941,stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL,positive,fiqa,8ae09f3e2997ab04f20ec223b987080dad1d68267025735de6b7325ef07e14b0,train
fiqa_test_20,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,positive,fiqa,43d7ce77f471c3fb2f5cfafd1f48b2c338b5cb78a56fa94b3774efa609be9ce8,train
fiqa_train_18,UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,fiqa,7bde1a53fc7bd5f6521d6143d7d2984a04a40f587bb31dd2f686c779fc86be64,train
fiqa_train_809,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive,fiqa,9973b5cbda0a8ab5f349adebe75a0bf8028c93b70e21172193734fc929f674fc,train
fiqa_train_266,Held its recent double bottom buy point of 56.57 almost to the penny today $WMT http://chart.ly/6nosp5q,positive,fiqa,2ca99040c5133046ef019e7753d15eb5bb5d96a47bf022d2c0c7c28bde4e2a5d,train
fiqa_train_36,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative,fiqa,4f6bc2e51985e11c12535af75b680bc1b8cb1dbed93374728ebd560010418f77,train
fiqa_test_16,Why $TWTR is doomed in 1 chart $FB $GOOG  https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,neutral,fiqa,f087420bcba081368e5778775ad9d6137bd491bc00fdba774408a1b0e2a3d7eb,train
fiqa_train_900,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",negative,fiqa,e6ef8b86122d37978d8edc9ef9ad98dd211685ff6381441a64f683c6e3f0feaa,train
